the_geom,cartodb_id,date_created_aest,spot_id,longitude,latitude,spot_name,spot_type,user_perspective,safe_category,unsafe_category,description,cycling_stress_rating,time_of_day,frequency,video_embed,rider_type,gender_description,submitter_name,image_attachment,no_of_comments,no_of_likes,activity,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18
0101000020E6100000E5E48FB37AD26140AF7378ADA92A43C0,1506,2020-05-20 16:02:00+00,395932,142.5774782,-38.33330315,"Wangoom Road, Purnim West Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,The Wangoom Road training circuit is well signed to advise drivers but the bike lane is not continuous.,2,anytime,fewtime week,,very confident,,Marty Dover,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000F5A8AE32091F6240A252992072E542C0,1507,2020-05-20 16:25:00+00,395954,144.9698728,-37.79254539,"Drummond Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,Major gap in between two good bike paths. Heave vehicle traffic.,4,evening peak,fewtime week,,somewhat confident,,,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E6100000ECBFCE4DDB2062403233F98729E942C0,2784,2020-04-20 17:41:00+00,379993,145.0267705,-37.82157993,"Burwood Road,  Victoria",Unsafe Spot,cycling,N/A,Narrow,Road Narrows,4,evening peak,daily,,very confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E610000047FF70FC751F6240C3AEF55E5FE542C0,1509,2020-05-20 18:10:00+00,396062,144.9831526,-37.79197299,"Queens Parade,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,Signage is poor and it's unclear that you're going from a bike lane into an incredibly tight and congested traffic snarl here. Option to go onto the shared path to the east should be highlighted and a much wider ramp provided to do so (and one to get back onto the road at the front of the traffic to rejoin the road),3,,,,,,,,1,1,2,Frank: Really should end the bike lane before the turn rather than do a 90 degree turn and have less than 5 Meters to stop or merge,,,,,,,,,,,,,,,,,
0101000020E61000003FB9B76CBE206240B2623C73A4F042C0,1510,2020-05-20 18:20:00+00,396074,145.0232452,-37.88001862,Cnr Glen Eira & Hawthorn Rds,Unsafe Spot,cycling,N/A,Cycle lane ends,"Bike lane ends, and cars going straight ahead swing into the left lane without looking, to avoid right-turning cars.",2,evening peak,daily,,very confident,,Duncan,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000007B5BFAE1711E6240483678DBDCE942C0,1511,2020-05-20 18:23:00+00,396082,144.9514017,-37.82705253,Under Westgate at South Wharf,Unsafe Spot,cycling,N/A,Cycle lane ends,"There seems to be no safe way to get from Docklands & the Western Suburbs to South Melbourne by a reasonably direct route. There are ways of getting to & from the old CBD, but this is a gaping hole in safe cycle routes in inner Melbourne. The test is: would you allow your 13 y/o child to ride this (when they have to get off the footpath)?",4,anytime,once month,,very confident,,Richard,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000832FF1ECD71C6240014DC62921E642C0,1512,2020-05-20 19:04:00+00,396133,144.9013581,-37.79788706,"Leeds Street,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,This could be opened to cyclists to encourage people to cycle,2,anytime,once week,,very confident,,Richard,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000FAD74D84A80B6240D985B4004C1343C0,1513,2020-05-20 21:10:00+00,396206,144.3643209,-38.15075692,Linda Adams,Unsafe Spot,cycling,N/A,Cycle lane ends,Busy road no bike lane,3,,,,very confident,,Linda,,1,0,1,Linda: It is Ryrie Street not Linda Adams,,,,,,,,,,,,,,,,,
0101000020E6100000AD246882970A62408FD18DF2441643C0,1514,2020-05-20 21:15:00+00,396219,144.3309948,-38.17397911,"Roslyn Road, Geelong Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,Unsafe because bike lane become lane for cars,4,morning peak,once week,,,,Linda,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000CF5AC0BAA01E62405498CEB9A1E642C0,1517,2021-05-20 00:56:00+00,396387,144.9571203,-37.80181048,"Elizabeth Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,"Very unclear how to navigate as a cyclist, needs more road markings and signage targeted for cyclists

For example going from Elizabeth St to Flemington Rd: if you follow the bicycle lane you are just taken off the roundabout to Peel St (or have to wait to try to cross two lanes of cars exiting Peel St to get back into the roundabout?); I've found it easier just to take the left-most traffic lane.",4,evening peak,fewtime week,,very confident,,Harry,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000003489D57A9A5C6240D5436E650D0F42C0,1518,2021-05-20 07:09:00+00,396461,146.8938574,-36.11759632,"Osburn Street, Wodonga Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,"Need to formalize the link from the end of the Rail Trial at Osborne St to Belvoir Lagoon (Sumsion Gardens) trails. Osborne street and High st are too busy and Narrow, Huon st is a safer option.",3,anytime,fewtime week,,very confident,,Alan Rodgers,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000F764B4445D4962402A208A55452F42C0,1519,2021-05-20 10:40:00+00,396543,146.2926353,-36.36930341,"Hamilton Crescent, Wangaratta Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,When using the service road instead of cycling on the 80kmh main road cyclists must go back onto the main road at multiple locations to reach the next service road. It would not take much to pave very short sections to create crossings so that cyclists would not have to ride on the main road.,2,anytime,once week,,very confident,,M Flanagan,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000648B492476496240C4D7CF490C2F42C0,1520,2021-05-20 10:41:00+00,396544,146.2956716,-36.36756251,"Tone Road, Wangaratta Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,When using the service road instead of cycling on the 80kmh main road cyclists must go back onto the main road at multiple locations to reach the next service road. It would not take much to pave very short sections to create crossings so that cyclists would not have to ride on the main road.,2,anytime,once week,,,,M Flanagan,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000CA94C5B33A496240D2BF87BFE42F42C0,1521,2021-05-20 10:44:00+00,396550,146.2884158,-36.37416834,"Shanley Street, Wangaratta Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,When using the service road instead of cycling on the 80kmh main road cyclists must go back onto the main road at multiple locations to reach the next service road. It would not take much to pave very short sections to create crossings so that cyclists would not have to ride on the main road.,2,anytime,once week,,,,M Flanagan,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000049DFFF2243496240F64A3007872F42C0,1522,2021-05-20 10:45:00+00,396551,146.2894454,-36.37130823,"Sandford Road, Wangaratta Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,When using the service road instead of cycling on the 80kmh main road cyclists must go back onto the main road at multiple locations to reach the next service road. It would not take much to pave very short sections to create crossings so that cyclists would not have to ride on the main road.,1,anytime,once week,,,,M Flanagan,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000072DAF8B89B2462406F1AD3FA78DC42C0,1523,2021-05-20 11:30:00+00,396570,145.1440091,-37.72244201,"Brougham Street,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,There is a shared path west of Diamond Creek and a good bridge across the creek but there is no (legal) provision for cyclists from the bridge to Main Road. The footpath should be widened and designated as shared to provide safe access.,1,anytime,fewtime week,,very confident,,hdb,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000005EA831BDF206240A29906C9ABF242C0,1524,2021-05-20 14:24:00+00,396720,145.0272348,-37.89586747,"Bambra Road,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,"path just ends at the corner trafic lights are up the road abit and dont line up with the bike path, its just not verry nice",1,anytime,fewtime week,,very confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000005C6ED51A6F2162403FD48DE2E2F142C0,1525,2021-05-20 14:28:00+00,396723,145.0448126,-37.88973648,"Grange Road,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,"intersection is pretty messy and the bike lane just ends when we need it most, really unsafe but i need to go thrugh it to get to work",4,anytime,daily,,very confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000007C9C69C2761C624064064BF148E542C0,1526,2021-05-20 15:50:00+00,396824,144.889497,-37.79128853,"Gordon St,  Footscray",Unsafe Spot,cycling,N/A,Cycle lane ends,"Despite a designated space at the opposite side of Ballarat Rd for a cyclist (to continue forward) there is no lane on arrival to the other side of Gordon St. When a car takes the 2nd and furthest left lane coming from the same direction, upon reaching the other side of Ballarat Rd as the cyclist I only have my body width between the curb and that car in the left lane which feels very dangerous.",3,evening peak,once month,,very confident,,Steven,,0,3,3,,,,,,,,,,,,,,,,,,
0101000020E61000003FF6C484A22462403F7950376DDB42C0,1527,2021-05-20 16:04:00+00,396839,145.1448387,-37.71427051,"Diamond Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,"The trail is dumped on to a section of road for roughly 50 meters but the road is badly potholed and Narrow, with users of the oval not expecting bikes. The road should be Narrowed and a dedicated trail formed.",1,anytime,fewtime week,,,,hdb,,0,4,4,,,,,,,,,,,,,,,,,,
0101000020E6100000D2AE9D830220624031442D51E6E742C0,1528,2021-05-20 17:02:00+00,396917,145.0003069,-37.81171622,"Baker Street,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,Eastbound BiCycle lane ends at a speedhump and road Narrowing point. Vehicles speed up trying to get in front of cyclists at the point where the road Narrows.,4,evening peak,daily,,,,Matt,,0,3,3,,,,,,,,,,,,,,,,,,
0101000020E610000085F87601251F6240AB6F26C799E742C0,1529,2021-05-20 17:04:00+00,396918,144.9732673,-37.80938043,"Albert Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,Cycle lane ends and cyclist mix with turning traffic. ,4,morning peak,daily,,very confident,,Matt,,0,4,4,,,,,,,,,,,,,,,,,,
0101000020E6100000C9378023262262401A72091308E242C0,1530,2021-05-20 17:48:00+00,396945,145.0671556,-37.76587141,"Glenard Drive,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,Glenard Dr and Mt Eagle Rd are a good alternative to SR44 to the roundabout at Burke Road but the connection between them is barely usable on bike. ,1,anytime,once month,,very confident,,hdb,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000E198654F02286240C8086654320543C0,1531,2022-05-20 07:39:00+00,397211,145.250282,-38.04059844,"Chapel Street,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,A good bike lane comes to an end.,4,afternoon,once month,,very confident,,Robert Wilkinson,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000283D7892D9246240DD9B9D147FF542C0,1532,2022-05-20 07:42:00+00,397212,145.1515591,-37.91794069,"Wellington Road,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,Good bike lane on south side of Wellington Rd changes into Narrow footpath,2,afternoon,once month,,very confident,,Robert Wilkinson,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000DAD2591CC44D6240101D867F263A42C0,1534,2022-05-20 11:50:00+00,397407,146.4301893,-36.45429987,"Milawa - Bobinawarrah Road, Milawa Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,"There is a great off-road trail into the town of Milawa, from Wangaratta. But this stops and doesn't connect the 800m down to the biggest drawcard in the area - Brown Brothers Winery.  Cyclists then have to mix with road traffic, including many B-doubles. ",3,anytime,once month,,somewhat confident,,Nathan,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000EDC67196482562409E060C92BE0D43C0,1535,2022-05-20 12:34:00+00,397470,145.1651108,-38.10737825,Incomplete bike path ,Unsafe Spot,cycling,N/A,Cycle lane ends,"Bike path connects onto one way road with no signage to say it is a one way road.
Bike path then continue’s at the other end of the road. 
Dangerous for young or inexperienced riders.
",3,anytime,fewtime week,,very confident,,phillip maas,https://crowdspot-attachments.s3.amazonaws.com/attachments/spot-397470-RzgFsYG.jpg,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000008C490415327624000348CB3D00043C0,1536,2022-05-20 13:28:00+00,397522,145.2289131,-38.00636906,"Dandenong Bypass, Dandenong Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,"The excellent path built along the Dandenong Bypass just stops in the middle of nowhere. As does the road.
Why was this last section never built? It would make a massive difference.",4,afternoon,never,,somewhat confident,,Peter,,1,2,3,Colin: Why this wasn't linked up to the Eumemmerring Creek trail we'll never know.. somebody else's job I suppose. Such a lost opportunity. ,,,,,,,,,,,,,,,,,
0101000020E6100000E6142EF57D2B6240E50DACBAF94143C0,1537,2022-05-20 14:45:00+00,397588,145.3591257,-38.51543363,"Phillip Island Road, Newhaven Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,"It is very difficult to cross the road here, both for bicycles and pedestrians, to get to the shared path and footpath on the other side to cross the bridge. ",4,anytime,,,interested concerned,,Scared,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000009C059090F7216240BE2DFDF018F442C0,1538,2022-05-20 19:01:00+00,397648,145.0614703,-37.90701115,"East Boundary Road - northbound towards North Road,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,"Cycle lane ends just before a long left-turning lane ahead of a major intersection. When riding along the cycle lane, suddenly there is nowhere to go. Most of the time there is Too much vehicle traffic travelling too quickly to merge into the lane for traffic going straight ahead.",4,late morning,once week,,somewhat confident,,Juliet,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000002DAE96E0B91E6240F8C739B9F8E842C0,1539,2022-05-20 21:00:00+00,397684,144.9601901,-37.82009044,"Queens Bridge Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,Land end and car get very close,3,evening peak,daily,,very confident,,Jason b,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E610000011B68E6059236240E5FA2DF04BF342C0,1540,2022-05-20 23:20:00+00,397705,145.1046603,-37.90075495,"Princes Highway Service Road,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,Bike lane inexplicably ends.,2,anytime,once fortnight,,very confident,,Ben,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000060A0B5EC5A1A62407A11542AB4DE42C0,1541,2023-05-20 16:10:00+00,397776,144.8235992,-37.73987321,"Sunshine Avenue,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,"The bike lane ends at the roundabout, making the merge into the traffic unsafe. ",4,anytime,once week,,somewhat confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000007F3A79EC4220624076F0C0BEA5EB42C0,1907,2020-04-20 22:13:00+00,380073,145.0081694,-37.84099564,Toorak Village/Mathoura Road ,Unsafe Spot,cycling,N/A,Dangerous intersection,"Mathoura Road is part of a bicycle route, and when accessing it from Toorak Road, the right turn is across two lanes of traffic including trams. Particularly difficult in the afternoon when traffic is bad in the outbound lanes, and you have to merge across and then wait in the centre of Toorak road to turn",3,evening peak,daily,,very confident,,Nick,,2,0,2,"Mathoura Road being part of a designated bike route is laughable. No bike lane, pot holes and uneven surfaces, cars driving past at unsafe speeds. This intersection is highly dangerous and i have had multiple near misses here.",Stonnington Council hates cyclists.,,,,,,,,,,,,,,,,
